Polygon_Name,Concatenate,rsrp-pop ,Sum of rsrp-pop,RSRP-AVG,Review (Detail Reason)
1257_Arkadia Office Tower F,1257_Arkadia Office Tower F|SH4443379E_CO|440227|7,7,21%,-94.71428571,OK -> GO with Change SOW
1258_NTMC POLRI,1258_NTMC POLRI|441PL285E_CO|430784|21,1172,30%,-90.64334471,OK -> GO with Change SOW
856_Solelitemrbl,856_Solelitemrbl|448PC088E|480677|4,469,56%,-101.8614072,NOT GO -> Have Pico
1259_Lippo Mall Puri / St. Regis 2,1259_Lippo Mall Puri / St. Regis 2|5425214N_CO|420219|2,2,6%,-79.5,OK -> GO
1259_Lippo Mall Puri / St. Regis 2,1259_Lippo Mall Puri / St. Regis 2|5425214N_CO|420219|5,26,47%,-72.65384615,OK -> GO
1259_Lippo Mall Puri / St. Regis 2,1259_Lippo Mall Puri / St. Regis 2|5425214N_CO|420219|6,53,19%,-79.90566038,OK -> GO
1259_Lippo Mall Puri / St. Regis 2,1259_Lippo Mall Puri / St. Regis 2|5425214N_CO|420219|8,12,8%,-80.91666667,OK -> GO
1259_Lippo Mall Puri / St. Regis 2,1259_Lippo Mall Puri / St. Regis 2|5425214N_CO|420219|9,19,9%,-83.10526316,OK -> GO
126_Aptdukuhmansiontwrab-MAC,126_Aptdukuhmansiontwrab-MAC|4412302E|411240|1,4,7%,-91.25,NOT GO -> Have Pico
126_Aptdukuhmansiontwrab-MAC,126_Aptdukuhmansiontwrab-MAC|4412302E|411240|7,5,6%,-91.4,NOT GO -> Have Pico
126_Aptdukuhmansiontwrab-MAC,126_Aptdukuhmansiontwrab-MAC|4412546E_CO|410988|5,50,11%,-74.96,NOT GO -> Have Pico
126_Aptdukuhmansiontwrab-MAC,126_Aptdukuhmansiontwrab-MAC|4415687E|410591|7,29,5%,-90.20689655,NOT GO -> Have Pico
126_Aptdukuhmansiontwrab-MAC,126_Aptdukuhmansiontwrab-MAC|441PX496E_CO|410861|4,21,18%,-80.23809524,NOT GO -> Have Pico
126_Aptdukuhmansiontwrab-MAC,126_Aptdukuhmansiontwrab-MAC|441PX496E_CO|410861|6,12,13%,-71.91666667,NOT GO -> Have Pico
126_Aptdukuhmansiontwrab-MAC,126_Aptdukuhmansiontwrab-MAC|4424872E_CO|410465|2,3,5%,-86.33333333,NOT GO -> Have Pico
23_SILOAM HOSPITAL LIPPO VILLAGE,23_SILOAM HOSPITAL LIPPO VILLAGE|4475838E-LTE-FLAMBOYAN-BENCONGAN|470262|5,6,19%,-98.5,OK -> GO
1260_RS. Siloam Cikarang,1260_RS. Siloam Cikarang|4453310E-LTE-LIPPO-CIKARANGBOULEVARD|450277|1,18,16%,-88.88888889,NOT GO -> Have Pico
1260_RS. Siloam Cikarang,1260_RS. Siloam Cikarang|4453310E-LTE-LIPPO-CIKARANGBOULEVARD|450277|4,128,68%,-87.4140625,NOT GO -> Have Pico
243_Psrjatinegara,243_Psrjatinegara|441PC523E-LTE-PDJTNEGRA|430517|24,23,19%,-97.34782609,NOT GO -> Have Pico
1225_Permata Hijau Suite,1225_Permata Hijau Suite|443A476E_CO|420047|5,8,19%,-99.375,OK -> GO
1261_RS. Siloam Kebon Jeruk,1261_RS. Siloam Kebon Jeruk|4425192E|420216|5,136,55%,-88.83823529,NOT GO -> Covered by Surrounding
1261_RS. Siloam Kebon Jeruk,1261_RS. Siloam Kebon Jeruk|4425192E|420216|8,22,20%,-91.86363636,NOT GO -> Covered by Surrounding
1262_UPH Gedung DEFG,1262_UPH Gedung DEFG|441PL153E|472224|34,10,65%,-89.9,OK -> GO with Change SOW
1262_UPH Gedung DEFG,1262_UPH Gedung DEFG|441PL153E|472224|37,3,26%,-87.66666667,OK -> GO with Change SOW
1266_UPH Gedung FK (Baru),1266_UPH Gedung FK (Baru)|441PL153E|472224|34,10,65%,-89.9,NOT GO -> Good Coverage from Surrounding
1266_UPH Gedung FK (Baru),1266_UPH Gedung FK (Baru)|441PL153E|472224|37,3,26%,-87.66666667,NOT GO -> Good Coverage from Surrounding
1267_RS. Siloam Simatupang,1267_RS. Siloam Simatupang|4431887E_CO|430191|9,7,5%,-94.14285714,NOT GO -> Good Coverage from Surrounding
1267_RS. Siloam Simatupang,1267_RS. Siloam Simatupang|4433075E|430855|1,1983,5%,-72.93141704,NOT GO -> Good Coverage from Surrounding
1267_RS. Siloam Simatupang,1267_RS. Siloam Simatupang|4433075E|430855|2,4,20%,-74.75,NOT GO -> Good Coverage from Surrounding
1267_RS. Siloam Simatupang,1267_RS. Siloam Simatupang|4433075E|430855|5,48,52%,-74.33333333,NOT GO -> Good Coverage from Surrounding
1268_WTC Serpong,1268_WTC Serpong|441PL355E_CO|472260|4,5,20%,-84.6,OK -> GO
1268_WTC Serpong,1268_WTC Serpong|441PL355E_CO|472260|5,1,15%,-80,OK -> GO
1268_WTC Serpong,1268_WTC Serpong|441PL355E_CO|472260|7,3,17%,-92.66666667,OK -> GO
1268_WTC Serpong,1268_WTC Serpong|441PL355E_CO|472260|8,2,20%,-89,OK -> GO
1268_WTC Serpong,1268_WTC Serpong|4471113E_CO|470643|4,4,12%,-68.75,OK -> GO
1268_WTC Serpong,1268_WTC Serpong|4471113E_CO|470643|7,5,11%,-85,OK -> GO
1269_UPH Kedokteran Karawaci,1269_UPH Kedokteran Karawaci|4412268E_CO|470563|1,50,7%,-88.96,NOT GO -> Covered by Solution at Surrounding
1269_UPH Kedokteran Karawaci,1269_UPH Kedokteran Karawaci|4412268E_CO|470563|4,1,37%,-67,NOT GO -> Covered by Solution at Surrounding
133_Htlmrcureacl,133_Htlmrcureacl|441PC302E_CO|421003|6,5,19%,-95.2,NOT GO -> Have Pico
39_PERTAMINA LUBRICANT,39_PERTAMINA LUBRICANT|441PC430E_CO|420869|22,1,19%,-103,NOT GO -> Covered by Surrounding
127_Aptspringhillterrace-API,127_Aptspringhillterrace-API|4412302E|411240|1,1,10%,-86,OK -> GO
905_Rspertamedikasentul-KPI,905_Rspertamedikasentul-KPI|4451482E-LTE-CITARINGGUL|450003|8,3,19%,-99.33333333,NOT GO -> Have Pico
87_Rsthanmrin,87_Rsthanmrin|MC4412163E|410833|3,464,12%,-101.2952586,NOT GO -> Have Pico
1270_Lippo Mall Kemang,1270_Lippo Mall Kemang|SH4431359E_CO|430776|6,41,40%,-92.43902439,NOT GO -> Have Pico
1270_Lippo Mall Kemang,1270_Lippo Mall Kemang|SH4431359E_CO|430776|9,46,48%,-93.30434783,NOT GO -> Have Pico
692_Multikabuilding,692_Multikabuilding|4435739E_CO|430133|7,1,19%,-105,NOT GO -> Have Pico
501_Binussquaremac,501_Binussquaremac|SH4415758E_CO|421013|8,11,19%,-99.09090909,NOT GO -> Have Pico
401_Depdiknasgedungeil1,401_Depdiknasgedungeil1|441PX427E|431093|8,5,19%,-108.2,NOT GO -> Have Pico
62_Gtsahari,62_Gtsahari|4412194E_CO|410989|6,7,19%,-106.1428571,OK -> GO
1272_Residence 9 & Lippo Plaza,1272_Residence 9 & Lippo Plaza|4431819E_CO|430341|3,2,13%,-68.5,OK -> GO
1272_Residence 9 & Lippo Plaza,1272_Residence 9 & Lippo Plaza|4431819E_CO|430341|6,11,48%,-75.45454545,OK -> GO
1272_Residence 9 & Lippo Plaza,1272_Residence 9 & Lippo Plaza|4431819E_CO|430341|9,10,31%,-75.4,OK -> GO
1273_ St. Moritz - Ambassador Tower,1273_ St. Moritz - Ambassador Tower|441PL444E_CO|421133|22,3218,15%,-83.03542573,NOT GO -> Good Coverage from Surrounding
1273_ St. Moritz - Ambassador Tower,1273_ St. Moritz - Ambassador Tower|441PL444E_CO|421133|24,30,43%,-80.8,NOT GO -> Good Coverage from Surrounding
1273_ St. Moritz - Ambassador Tower,1273_ St. Moritz - Ambassador Tower|441PL444E_CO|421133|27,9,26%,-87.11111111,NOT GO -> Good Coverage from Surrounding
1273_ St. Moritz - Ambassador Tower,1273_ St. Moritz - Ambassador Tower|442V053E_BB|421371|16,10,5%,-79.7,NOT GO -> Good Coverage from Surrounding
1274_ St. Moritz - New Ambassador Tower,1274_ St. Moritz - New Ambassador Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|4,34,19%,-88.23529412,NOT GO -> Good Coverage from Surrounding
1274_ St. Moritz - New Ambassador Tower,1274_ St. Moritz - New Ambassador Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|5,56,24%,-85.14285714,NOT GO -> Good Coverage from Surrounding
1274_ St. Moritz - New Ambassador Tower,1274_ St. Moritz - New Ambassador Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|7,6,8%,-89.33333333,NOT GO -> Good Coverage from Surrounding
1274_ St. Moritz - New Ambassador Tower,1274_ St. Moritz - New Ambassador Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|9,15,13%,-88.93333333,NOT GO -> Good Coverage from Surrounding
1275_St. Moritz - Presidential Tower,1275_St. Moritz - Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|4,34,19%,-88.23529412,OK -> GO with Change SOW
1275_St. Moritz - Presidential Tower,1275_St. Moritz - Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|5,56,24%,-85.14285714,OK -> GO with Change SOW
1275_St. Moritz - Presidential Tower,1275_St. Moritz - Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|7,6,8%,-89.33333333,OK -> GO with Change SOW
1275_St. Moritz - Presidential Tower,1275_St. Moritz - Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|9,15,13%,-88.93333333,OK -> GO with Change SOW
1276_St. Moritz - New Presidential Tower,1276_St. Moritz - New Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|4,34,19%,-88.23529412,OK -> GO with Change SOW
1276_St. Moritz - New Presidential Tower,1276_St. Moritz - New Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|5,56,24%,-85.14285714,OK -> GO with Change SOW
1276_St. Moritz - New Presidential Tower,1276_St. Moritz - New Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|7,6,8%,-89.33333333,OK -> GO with Change SOW
1276_St. Moritz - New Presidential Tower,1276_St. Moritz - New Presidential Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|9,15,13%,-88.93333333,OK -> GO with Change SOW
1277_St. Moritz - Royal Tower,1277_St. Moritz - Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|4,34,19%,-88.23529412,OK -> GO with Change SOW
1277_St. Moritz - Royal Tower,1277_St. Moritz - Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|5,56,24%,-85.14285714,OK -> GO with Change SOW
1277_St. Moritz - Royal Tower,1277_St. Moritz - Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|7,6,8%,-89.33333333,OK -> GO with Change SOW
1277_St. Moritz - Royal Tower,1277_St. Moritz - Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|9,15,13%,-88.93333333,OK -> GO with Change SOW
1278_St. Moritz - New Royal Tower,1278_St. Moritz - New Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|4,34,19%,-88.23529412,OK -> GO with Change SOW
1278_St. Moritz - New Royal Tower,1278_St. Moritz - New Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|5,56,24%,-85.14285714,OK -> GO with Change SOW
1278_St. Moritz - New Royal Tower,1278_St. Moritz - New Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|7,6,8%,-89.33333333,OK -> GO with Change SOW
1278_St. Moritz - New Royal Tower,1278_St. Moritz - New Royal Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|9,15,13%,-88.93333333,OK -> GO with Change SOW
1279_ St. Moritz - Office Tower,1279_ St. Moritz - Office Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|4,34,19%,-88.23529412,NOT GO -> Good Coverage from Surrounding
1279_ St. Moritz - Office Tower,1279_ St. Moritz - Office Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|5,56,24%,-85.14285714,NOT GO -> Good Coverage from Surrounding
1279_ St. Moritz - Office Tower,1279_ St. Moritz - Office Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|7,6,8%,-89.33333333,NOT GO -> Good Coverage from Surrounding
1279_ St. Moritz - Office Tower,1279_ St. Moritz - Office Tower|441PX490E-LTE-LIPPO-MALL-ST-REGIS|420390|9,15,13%,-88.93333333,NOT GO -> Good Coverage from Surrounding
128_Charoenpokphand-KIN,128_Charoenpokphand-KIN|441PL136E_CO|421107|24,153,9%,-77.73856209,NOT GO -> Have Pico
128_Charoenpokphand-KIN,128_Charoenpokphand-KIN|441PL136E_CO|421107|27,5,18%,-93.6,NOT GO -> Have Pico
128_Charoenpokphand-KIN,128_Charoenpokphand-KIN|441PL136E_CO|421107|34,1,7%,-77,NOT GO -> Have Pico
128_Charoenpokphand-KIN,128_Charoenpokphand-KIN|441PL136E_CO|421107|4,26,53%,-72.69230769,NOT GO -> Have Pico
1280_Menara Asia,1280_Menara Asia|441PL153E|472224|21,8,26%,-90.125,NOT GO -> Good Coverage from Surrounding
1280_Menara Asia,1280_Menara Asia|441PL153E|472224|25,8,30%,-84.875,NOT GO -> Good Coverage from Surrounding
1181_Hermina Galaxy,1181_Hermina Galaxy|4412497E_CO|410801|7,63,19%,-107.8095238,OK -> GO
1280_Menara Asia,1280_Menara Asia|441PL153E|472224|28,11,15%,-91.18181818,NOT GO -> Good Coverage from Surrounding
1282_Harco Mas Mangga Dua,1282_Harco Mas Mangga Dua|442PC052E_CO|420336|14,32,48%,-89.59375,OK -> GO
1282_Harco Mas Mangga Dua,1282_Harco Mas Mangga Dua|442PC052E_CO|420336|5,8,24%,-82.375,OK -> GO
1282_Harco Mas Mangga Dua,1282_Harco Mas Mangga Dua|442PC052E_CO|420336|7,18,11%,-87.33333333,OK -> GO
1282_Harco Mas Mangga Dua,1282_Harco Mas Mangga Dua|442PC052E_CO|420336|8,1,7%,-89,OK -> GO
1283_Apartemen Ambassador,1283_Apartemen Ambassador|441PC499E_CO|430048|14,86,11%,-80.1627907,OK -> GO with Change SOW
1283_Apartemen Ambassador,1283_Apartemen Ambassador|441PC499E_CO|430048|15,115,11%,-86.40869565,OK -> GO with Change SOW
1283_Apartemen Ambassador,1283_Apartemen Ambassador|441PC499E_CO|430048|4,14,11%,-86.92857143,OK -> GO with Change SOW
1283_Apartemen Ambassador,1283_Apartemen Ambassador|441PC499E_CO|430048|5,32,9%,-91.46875,OK -> GO with Change SOW
1283_Apartemen Ambassador,1283_Apartemen Ambassador|SH4431845E_CO|430843|4,46,9%,-76.73913043,OK -> GO with Change SOW
1283_Apartemen Ambassador,1283_Apartemen Ambassador|SH4431845E_CO|430843|8,57,24%,-83.21052632,OK -> GO with Change SOW
1284_Apartemen ITC Kuningan,1284_Apartemen ITC Kuningan|443PC148E_CO|430047|5,42,42%,-89.97619048,OK -> GO with Change SOW
1284_Apartemen ITC Kuningan,1284_Apartemen ITC Kuningan|443PC148E_CO|430047|8,43,12%,-87.6744186,OK -> GO with Change SOW
1284_Apartemen ITC Kuningan,1284_Apartemen ITC Kuningan|SH4431845E_CO|430843|4,15,29%,-75.86666667,OK -> GO with Change SOW
264_Walikotajkt,264_Walikotajkt|4415206E_CO|410222|14,28,19%,-95.67857143,NOT GO -> Hard Sitaq
1285_Green Office Park 6 (GOP 6),1285_Green Office Park 6 (GOP 6)|4473588E_CO|470118|6,1,7%,-93,OK -> GO
500_Aptwslingkdy,500_Aptwslingkdy|MC4424233E|420350|1,1,19%,-115,NOT GO -> Covered by Surrounding
976_Cimanggissquare-PWU,976_Cimanggissquare-PWU|4462180E_CO|461330|6,1,19%,-98,OK -> GO
87_Rsthanmrin,87_Rsthanmrin|441PX311E_BB|411023|11,1,19%,-110,NOT GO -> Have Pico
1131_PASAR SERDANG,1131_PASAR SERDANG|4415073E_CO|410209|4,25,19%,-95.8,"NOT GO -> Small Building, covered by Surrounding"
1286_Green Office Park 9 (GOP 9),1286_Green Office Park 9 (GOP 9)|441PX135E-LTE-SINARMAS-LANDBSD|470506|4,7,85%,-85.71428571,OK -> GO
298_Htlaryaduta,298_Htlaryaduta|4415002E_CO|410121|7,4,19%,-98.5,OK -> GO with Change SOW
740_Infinitytwrdistrict8-WNI,740_Infinitytwrdistrict8-WNI|4435480E|430016|17,55,19%,-97.54545455,NOT GO -> Have Pico
542_Gdgbidakara2,542_Gdgbidakara2|4431563E-LTE-TASKA-DEPOSITO|430329|8,18,19%,-99.5,OK -> GO
1322_CONDOMINIUM CBD PLUIT 2,1322_CONDOMINIUM CBD PLUIT 2|441PC958E-LTE-CBD-PLUIT|420623|4,1,19%,-113,OK -> GO with Change SOW
95_Cbdpluit,95_Cbdpluit|441PC958E-LTE-CBD-PLUIT|420623|4,1,19%,-113,NOT GO -> Have Pico
29_CAPITOL PARK RESIDENCE,29_CAPITOL PARK RESIDENCE|4412152E_CO|410367|6,7,18%,-102,OK -> GO
1248_Transmart Cempaka Putih,1248_Transmart Cempaka Putih|SH4412305E|410710|6,22,18%,-104.3181818,OK -> GO
695_Wismamulia2,695_Wismamulia2|441PC157E_CO|430730|14,462,6%,-99.19480519,NOT GO -> Have Pico
1287_Unilever Office Tower,1287_Unilever Office Tower|4475844E_C2|471419|16,23,12%,-94.95652174,OK -> GO
1288_Grand Kamala Lagoon Mall,1288_Grand Kamala Lagoon Mall|4415351E-LTE-BEKASI|410533|5,9,19%,-93.66666667,OK -> GO
1288_Grand Kamala Lagoon Mall,1288_Grand Kamala Lagoon Mall|4415351E-LTE-BEKASI|410533|6,1,18%,-78,OK -> GO
62_Gtsahari,62_Gtsahari|4415460E_CO|410086|1,1,18%,-116,OK -> GO
1288_Grand Kamala Lagoon Mall,1288_Grand Kamala Lagoon Mall|4415351E-LTE-BEKASI|410533|9,6,13%,-77.33333333,OK -> GO
1288_Grand Kamala Lagoon Mall,1288_Grand Kamala Lagoon Mall|4418065E_CO|411331|3,4,10%,-83.5,OK -> GO
1288_Grand Kamala Lagoon Mall,1288_Grand Kamala Lagoon Mall|4418065E_CO|411331|6,4,7%,-81.5,OK -> GO
1288_Grand Kamala Lagoon Mall,1288_Grand Kamala Lagoon Mall|4418065E_CO|411331|9,6,10%,-85.83333333,OK -> GO
346_Rsyarsicmpth,346_Rsyarsicmpth|441A488E_BB|411358|9,4,18%,-103.75,NOT GO -> Have Pico
1289_Living Plaza Jababeka,1289_Living Plaza Jababeka|441PX463E_CO|451289|11,4,35%,-89.25,OK -> GO
1289_Living Plaza Jababeka,1289_Living Plaza Jababeka|441PX463E_CO|451289|14,2,13%,-86.5,OK -> GO
1289_Living Plaza Jababeka,1289_Living Plaza Jababeka|441PX463E_CO|451289|17,8,45%,-81.125,OK -> GO
1319_RA RESIDENCE (EX. TBS LINERA SERVICE APARTMENT),1319_RA RESIDENCE (EX. TBS LINERA SERVICE APARTMENT)|4435520E_C2|430914|19,3,18%,-105,NOT GO -> Covered by Surrounding
168_Daanmogotmal,168_Daanmogotmal|4424190E_CO|421228|8,8,18%,-96,NOT GO -> Have Pico
1007_Rspuricinere,1007_Rspuricinere|4465548E-LTE-MANGGISCINERE|460100|7,16,18%,-99.25,NOT GO -> Have Pico
1078_PASAR IKAN LUAR BATANG,1078_PASAR IKAN LUAR BATANG|4425054E_CO|420586|1,1,18%,-101,"NOT GO -> Small Building, covered by Surrounding"
1290_RS Brawijaya Saharjo,1290_RS Brawijaya Saharjo|441PX053E|430629|12,1,11%,-82,"NOT GO -> Small Building, covered by Surrounding"
1290_RS Brawijaya Saharjo,1290_RS Brawijaya Saharjo|441PX053E|430629|18,11,28%,-92.18181818,"NOT GO -> Small Building, covered by Surrounding"
1290_RS Brawijaya Saharjo,1290_RS Brawijaya Saharjo|441PX053E|430629|25,20,55%,-85.7,"NOT GO -> Small Building, covered by Surrounding"
1291_Ciputra Cikupa Mall,1291_Ciputra Cikupa Mall|4472326E_CO|470222|15,138,31%,-86,OK -> GO
1291_Ciputra Cikupa Mall,1291_Ciputra Cikupa Mall|4472326E_CO|470222|18,119,28%,-87.91596639,OK -> GO
1291_Ciputra Cikupa Mall,1291_Ciputra Cikupa Mall|4474038E|472193|14,32,7%,-89.625,OK -> GO
1291_Ciputra Cikupa Mall,1291_Ciputra Cikupa Mall|4474038E|472193|17,67,19%,-90.19402985,OK -> GO
846_Mnrdynaplast,846_Mnrdynaplast|441PL153E|472224|28,6,18%,-98.33333333,NOT GO -> Have Pico
775_Yysanalazhar,775_Yysanalazhar|4435237E_CO|430128|5,4,18%,-97.5,NOT GO -> Covered by Surrounding
1292_Tzu Chi Hospital,1292_Tzu Chi Hospital|4424321E_CO|421342|3,3,77%,-84.33333333,OK -> GO
1293_Rusunawa Jatinegara Kaum,1293_Rusunawa Jatinegara Kaum|4418055E_CO|411330|4,9,26%,-94,OK -> GO
1293_Rusunawa Jatinegara Kaum,1293_Rusunawa Jatinegara Kaum|4418055E_CO|411330|5,9,11%,-83.88888889,OK -> GO
1293_Rusunawa Jatinegara Kaum,1293_Rusunawa Jatinegara Kaum|4418055E_CO|411330|7,7,22%,-88.28571429,OK -> GO
1293_Rusunawa Jatinegara Kaum,1293_Rusunawa Jatinegara Kaum|4418055E_CO|411330|8,13,10%,-86.53846154,OK -> GO
1254_Pasar Senen Jaya Blok 1 &2,1254_Pasar Senen Jaya Blok 1 &2|4412476E_CO|410572|6,30,18%,-96.13333333,OK -> GO
512_Univindonusa,512_Univindonusa|4415784E_CO|420123|2,7,18%,-95.14285714,NOT GO -> Covered by Surrounding
1243_ESDM,1243_ESDM|441PC433E_CO|430704|27,6,18%,-99.83333333,OK -> GO
1294_PORLES METROJAYA JAKARTA BARAT,1294_PORLES METROJAYA JAKARTA BARAT|441A472E_CO|420346|3,23,17%,-92.08695652,OK -> GO
1294_PORLES METROJAYA JAKARTA BARAT,1294_PORLES METROJAYA JAKARTA BARAT|441A472E_CO|420346|6,14,31%,-86.71428571,OK -> GO
1294_PORLES METROJAYA JAKARTA BARAT,1294_PORLES METROJAYA JAKARTA BARAT|441A472E_CO|420346|9,8,10%,-89.125,OK -> GO
1294_PORLES METROJAYA JAKARTA BARAT,1294_PORLES METROJAYA JAKARTA BARAT|4425665E_CO|420247|4,27,9%,-92.77777778,OK -> GO
1294_PORLES METROJAYA JAKARTA BARAT,1294_PORLES METROJAYA JAKARTA BARAT|4425665E_CO|420247|7,16,9%,-93.5,OK -> GO
1295_Green Walk Mall,1295_Green Walk Mall|441PX152E_CO|451455|22,11,36%,-90.81818182,OK -> GO
1295_Green Walk Mall,1295_Green Walk Mall|441PX152E_CO|451455|28,3,6%,-91.66666667,OK -> GO
1179_Hermina Tangerang,1179_Hermina Tangerang|4475436E_CO|470012|8,15,18%,-99.06666667,"NOT GO -> Small Building, covered by Surrounding"
1295_Green Walk Mall,1295_Green Walk Mall|MC4451047E|450129|5,6,28%,-88,OK -> GO
1295_Green Walk Mall,1295_Green Walk Mall|MC4451047E|450129|8,4,6%,-90.75,OK -> GO
1164_PASAR RAWAMANGUN,1164_PASAR RAWAMANGUN|MC441A484E_CO|410117|4,11,18%,-98.36363636,OK -> GO with Change SOW
1001_Grandmall,1001_Grandmall|4410959E_CO|410159|7,5,18%,-100.2,NOT GO -> Have Pico
1207_Pasar Nanggung,1207_Pasar Nanggung|4410419E_CO|460982|9,11,18%,-108.0909091,NOT GO -> Good Coverage from Surrounding
1297_PLN Distribusi Jakarta Raya,1297_PLN Distribusi Jakarta Raya|4415014E_CO|410059|4,23,26%,-89.26086957,NOT GO -> Covered by Surrounding
1297_PLN Distribusi Jakarta Raya,1297_PLN Distribusi Jakarta Raya|4415014E_CO|410059|5,9,9%,-87.88888889,NOT GO -> Covered by Surrounding
1297_PLN Distribusi Jakarta Raya,1297_PLN Distribusi Jakarta Raya|4415014E_CO|410059|6,7,13%,-73.71428571,NOT GO -> Covered by Surrounding
1297_PLN Distribusi Jakarta Raya,1297_PLN Distribusi Jakarta Raya|4415014E_CO|410059|7,28,16%,-88.25,NOT GO -> Covered by Surrounding
1297_PLN Distribusi Jakarta Raya,1297_PLN Distribusi Jakarta Raya|4415014E_CO|410059|8,10,8%,-82,NOT GO -> Covered by Surrounding
1297_PLN Distribusi Jakarta Raya,1297_PLN Distribusi Jakarta Raya|4415014E_CO|410059|9,9,10%,-85,NOT GO -> Covered by Surrounding
1298_BUMN Center - Menara Danareksa,1298_BUMN Center - Menara Danareksa|441PL208E_CO|421473|25,1,6%,-93,NOT GO -> Covered by Surrounding
1298_BUMN Center - Menara Danareksa,1298_BUMN Center - Menara Danareksa|441PL503E_CO|421240|21,112,10%,-87.46428571,NOT GO -> Covered by Surrounding
1298_BUMN Center - Menara Danareksa,1298_BUMN Center - Menara Danareksa|441PL503E_CO|421240|24,5,38%,-91,NOT GO -> Covered by Surrounding
1298_BUMN Center - Menara Danareksa,1298_BUMN Center - Menara Danareksa|441PL503E_CO|421240|27,5,24%,-90.6,NOT GO -> Covered by Surrounding
1299_Alila SCBD,1299_Alila SCBD|441PC256E_CO|421026|24,8,14%,-90.125,OK -> GO
1299_Alila SCBD,1299_Alila SCBD|441PX145E_CO|420038|14,7,9%,-86.14285714,OK -> GO
1299_Alila SCBD,1299_Alila SCBD|441PX145E_CO|420038|17,8,7%,-91,OK -> GO
621_Mnrdea,621_Mnrdea|4435008E_CO|431082|7,11,18%,-98.36363636,NOT GO -> Have Pico
1299_Alila SCBD,1299_Alila SCBD|4433062E-LTE-Tulodong-Bawah|421433|6,3,10%,-94.66666667,OK -> GO
1299_Alila SCBD,1299_Alila SCBD|4433062E-LTE-Tulodong-Bawah|421433|9,20,21%,-93.65,OK -> GO
1299_Alila SCBD,1299_Alila SCBD|541PC256N_CO|421402|27,17,16%,-90.35294118,OK -> GO
1187_Pasar Ciawi,1187_Pasar Ciawi|4453026E_CO|450908|5,448,11%,-97.00892857,"NOT GO -> Small Building, covered by Surrounding"
13_GRAND DHIKA CITY JATIWARNA TOWER EMERALD,13_GRAND DHIKA CITY JATIWARNA TOWER EMERALD|4443837E|440587|4,95,66%,-77.43157895,OK -> GO
577_Citragraha,577_Citragraha|441PL420E_CO|430938|22,18,18%,-98.22222222,NOT GO -> Covered by Surrounding
148_Aptmedgrdn1,148_Aptmedgrdn1|4424813E|420905|8,73,18%,-96.53424658,NOT GO -> Have Pico
130_Gedungcordovair1,130_Gedungcordovair1|4411346E_CO|410164|8,8,8%,-76.625,NOT GO -> Covered by Surrounding
130_Gedungcordovair1,130_Gedungcordovair1|4424999E|421338|1,13,16%,-91.69230769,NOT GO -> Covered by Surrounding
976_Cimanggissquare-PWU,976_Cimanggissquare-PWU|4464686E|461496|6,438,44%,-104.0296804,OK -> GO
319_Aptrajawali,319_Aptrajawali|441PX162E_CO|410364|5,10,18%,-97.5,NOT GO -> Have Pico
998_Rsherminabgr,998_Rsherminabgr|441PL288E_CO|461193|24,4,18%,-97.75,NOT GO -> Have Pico
1300_Pomelotel,1300_Pomelotel|4471180E_CO|470831|1,1968,7%,-77.19054878,"NOT GO -> Small Building, covered by Surrounding"
1300_Pomelotel,1300_Pomelotel|4471180E_CO|470831|4,2207,8%,-81.45400997,"NOT GO -> Small Building, covered by Surrounding"
325_Htlclassicjkt-MAC,325_Htlclassicjkt-MAC|4412388E_CO|410369|9,432,11%,-98.81712963,NOT GO -> Have Pico
